ocm_id,ocm_uuid,ocm_title,ocm_latitude,ocm_longitude,ocm_operator,ocm_usage_cost,ocm_number_of_points,ocm_address_line1,ocm_town,ocm_postcode,ocm_plug_types,ocm_connection_count,ocm_max_power_kw,ocm_date_last_verified
168801,62750CF5-556C-42E5-816F-3B13034E7FE6,Caltex Jurien Bay,-30.302689512586518,115.04189255136049,(Business Owner at Location),$50.00 flat fee,1.0,131 Murray Street,Jurien Bay,6516,CCS (Type 2),1,43.0,2022-07-21T05:49:00Z
168774,35946F63-C642-4908-92C8-5D50D3EBF2DE,The Gerald Apartment Hotel,-28.7745077,114.6095279,Tesla (Tesla-only charging),Free,2.0,Cathedral Avenue,Geraldton,6531,Type 2 (Tethered Connector) ,1,22.0,2021-06-29T09:56:00Z
168667,7C9F6120-4014-4B60-BFF2-E9380C00A66C,Chargefox Moe,-38.184449,146.237563,Chargefox,40c/kWh,4.0,Lloyd Street,Moe,3825,CCS (Type 2); CHAdeMO,5,350.0,2023-07-05T13:16:00Z
168666,AFE81DBE-0FAA-4DE1-AADE-DF537053E87C,Lakes Entrance RSL,-37.880698,147.981029,(Business Owner at Location),30c/kWh,1.0,221 The Esplanade,Lakes Entrance,3909,Type 2 (Socket Only),1,22.0,2020-10-03T07:39:00Z
168665,D5F153D6-41EA-42C7-9FAB-200B6DDD57B6,The Cape Display Centre,-38.66819619396576,145.60559237161647,WeVolt (AU),$0.50/kWh,1.0,17 Sunlight Boulevard,Cape Paterson,3995,CCS (Type 2),1,30.0,2025-12-12T04:52:00Z
168556,82F6C3E2-6A5D-44F5-A02E-8DBFA1F4BE94,Ikea Canberra,-35.29550797984516,149.18685336825467,(Business Owner at Location),,4.0,1030 Majura Rd,Pialligo,2609,Type 2 (Socket Only),1,22.0,2020-10-04T09:49:00Z
168544,4AA5C64C-E5B6-4993-BB65-555384DAD78C,Lake Grace Fast Charge ,-33.100724201932884,118.46234238122247,Chargefox,$0.40 / Kwh,1.0,29 Stubbs Street,Lake Grace,6353,CCS (Type 2); CHAdeMO,2,50.0,2023-10-25T13:27:00Z
168484,BEBFBBCC-6C81-404B-839A-AB024D79236E,Electric Highway Tasmania - Geeveston,-43.1634,146.92688,Electric Highway Tasmania,25c/kWh + 15c-25c/min,1.0,15 Church St,Geeveston,7116,CCS (Type 2); CHAdeMO,2,50.0,2023-07-14T14:03:00Z
167436,42BBA00F-2A40-4F57-8E8B-1F8C047969AD,Dunn Place Car Park,-42.881339,147.332385,,Usual parking fees apply,1.0,3 Davey St,Hobart,7000,CCS (Type 2); CHAdeMO,2,50.0,2020-09-24T07:52:00Z
165108,B1C3D9BB-B1AB-4F53-A303-01314AAA1BDD,Electric Highway Tasmania - Queenstown,-42.0787288537201,145.55549748240549,Electric Highway Tasmania,25c/kWh + 25c/min,1.0,Driffield Street,Queenstown,7467,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,50.0,2023-07-15T07:08:00Z
163388,6EF1662B-4508-4AF5-BCD8-54AEDC53003F,Queen Street,-37.2834114334196,142.933869623691,Tesla (Tesla-only charging),,1.0,Queen Street,,3377,Type 2 (Tethered Connector) ,1,22.0,2023-04-08T11:38:00Z
162843,EC943631-63DB-4D61-B946-46317B5FFF40,Evie Networks - Campbell Town,-41.929229,147.494481,Evie,60c/kWh,2.0,3 Commonwealth Lane,Campbell Town,7210,CCS (Type 2); CHAdeMO,2,350.0,2023-07-10T02:38:00Z
162794,82E680CF-9F91-4DE9-8B34-75BBBA1831AD,TUU Car Park,-42.902797,147.324839,(Business Owner at Location),Free,2.0,Churchill Avenue,Hobart,7005,Type 2 (Socket Only),1,22.0,2020-08-17T00:56:00Z
162778,F67CD2A4-EFE1-413C-9C69-82794E0B781D,Derwent Bridge Rest Area,-42.135775,146.229257,Electric Highway Tasmania,25c/kWh + 25c/min,1.0,Lyell Highway,Derwent Bridge,,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,50.0,2023-07-15T07:06:00Z
161993,866C299E-591E-41F6-A6C8-FA59FA5EFE72,Nabiac [NRMA],-32.099110590575656,152.38136618875956,NRMA,$0.74/kWh,4.0,Nabiac Street,Nabiac,2312,CCS (Type 2); CHAdeMO,3,180.0,2026-07-14T23:37:00Z
161846,6F37A22B-C1B3-4E73-8C69-311D1AC53FB5,Way Street,-27.38235199860268,153.03290081653495,ChargePoint,0,4.0,Way Street,Brisbane,4012,Type 1 (J1772),1,7.0,2020-07-27T14:44:00Z
161845,EEEB77AC-8251-4A16-8D1F-8078B36A404D,Berry NRMA,-34.77545880729145,150.7008397292857,NRMA,Currently free but will be fee at some point for non NRMA Members,1.0,,Berry,,CCS (Type 2); CHAdeMO,2,50.0,2020-11-19T13:08:00Z
161844,826B3947-43D2-452C-8F22-0E32B4852000,Mittagong NRMA,-34.450559453605436,150.442468762437,NRMA,Currently free but will be fee at some point for non NRMA Members.,5.0,9 Bessemer Street,Mittagong,2575,CCS (Type 2); CHAdeMO,2,50.0,2025-10-12T01:54:00Z
161843,8D912D73-F685-41C6-A49F-E8A2A2CC5190,Picton [NRMA],-34.16820562741403,150.61093049806357,NRMA,Currently free but will be fee at some point,1.0,5 Walton Lane,Picton,2571,CCS (Type 2); CHAdeMO,2,50.0,2021-12-19T02:10:00Z
161832,94D78FD6-8827-452F-94C8-688735D242A6,Great North Trading Post,-32.990224952340206,151.1307728426591,(Business Owner at Location),Free,1.0,3718 Great North Road,Laguna,2325,Tesla (Model S/X),1,22.0,2021-12-17T04:18:00Z
161831,5517CF53-3245-4B07-985A-D4D828D80802,Wharf Road Carpark (Chargefox),-32.9258511308391,151.7789208904985,Chargefox,Currently free thanks to City of Newcastle,4.0,250 Wharf Road,Newcastle,2300,Type 2 (Socket Only),2,22.0,2023-07-13T22:55:00Z
161829,56FD93DA-B943-40FD-99A2-22D2FB09BE65,Cradle Mountain Hotel,-41.573658229581895,145.93531430528242,(Unknown Operator),,1.0,Cradle Mountain Hotel,,7306,Unknown,1,11.0,2020-07-26T16:53:00Z
161827,FFD05974-A40C-4DFE-9DB2-230A90C73F66,Alicetronics Jaycar Stockist,-23.697528894585588,133.87873433180766,(Unknown Operator), ,1.0,28 Railway Tce,Alice Springs ,0870,CCS (Type 2); CHAdeMO,2,35.0,2025-04-28T10:59:00Z
161654,74C7380F-BF3B-4F1A-99D9-4BB8966489C8,Clarence City Council car park,-42.864154,147.36897,Chargefox,$0.32 per kWh,1.0,38 Bligh St (Cr Barnard Drive),Rosny Park,7018,Type 2 (Socket Only),1,22.0,2023-07-13T22:57:00Z
161357,A0C4ACED-54C8-4972-A06A-43CEB9593963,Cottesloe Beach Chalets,-31.99480469222531,115.75302677350828,Tesla (Tesla-only charging),,1.0,6 John Street,Cottesloe,,Tesla (Model S/X),1,,2020-07-10T03:28:00Z
161356,30039794-7E0C-4597-A1C9-05A1DE76E5CE,Katanning Shire Visitors Center,-33.69137986156912,117.55573870330295,Chargestar (AU),45c/kWh,1.0,Austral Terrace,Katanning,6317,CCS (Type 2); CHAdeMO,2,50.0,2021-08-09T07:31:00Z
161350,AE37CF63-37B2-4AD7-8F38-AC628F0A64ED,YellowGum Bed and Breakfast,-33.68594917013392,117.55878912722824,(Business Owner at Location),,1.0,9 Forrest St,Katanning,,Tesla (Model S/X),1,22.0,2020-12-09T09:58:00Z
160807,AC93E344-2059-4D86-9254-6142FEE8EBA9,Bell Park car park,-27.179802780477594,151.2689719635373,Chargefox,0.30/kWh,2.0,Corner of Cunningham Street & Roche Steet,Dalby,4405,Type 2 (Socket Only),1,22.0,2023-07-13T10:35:00Z
157608,F7FADE91-8165-47DB-93A0-CA906C33A940,Chargefox Airport West,-37.71364567547256,144.88569078594128,Chargefox,"$0.65 per kwH, discount for RACV members",6.0,29-35 Louis St,Airport West,3042,CCS (Type 2); CHAdeMO,5,350.0,2023-07-05T13:16:00Z
157597,1A144FBB-D992-45E7-8633-787405104818,Sheffield Visitor Information Centre,-41.38281497841444,146.32488863214598,Chargefox,Free,2.0,6 Pioneer Crescent,Sheffield,7306,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,24.0,2023-07-13T23:02:00Z
157596,2CA27FBF-4D69-4424-966E-97E3A4C72E5C,Scottsdale Art Gallery Cafe,-41.16207910064335,147.51460793852254,Chargefox,"$0.50 per kWh 7am-10am/4pm-9pm Monday - Friday, $0.40 other times",1.0,42 King St,Scottsdale,7260,CCS (Type 2); CHAdeMO,2,50.0,2023-07-13T23:03:00Z
157595,54FEC5D7-E1CD-46AB-9EDB-42CD217DF6A5,Mood Food New Norfolk,-42.779254,147.06114,Chargestar (AU),,1.0,4 Burnett St,New Norfolk,7140,CCS (Type 2); CHAdeMO,2,50.0,2021-01-24T02:16:00Z
157591,A4B14A01-FF2E-4F99-8B68-3A7407ED8017,Wellington Road,-27.48968765181067,153.03922109290193,(Business Owner at Location),Free,2.0,Wellington Road,Brisbane City,4169,Type 2 (Socket Only),1,22.0,2023-02-05T23:23:00Z
157589,9F290228-419F-4854-85BE-572D29A937CA,Bunnings Newstead Carpark,-27.44310701845047,153.0430958229631,(Business Owner at Location),Free,5.0,Breakfast Creek Road,Brisbane,4006,Type I (AS 3112),1,2.4,2020-06-19T07:40:00Z
157566,EF786AC1-8A7D-4AE5-A8D2-644546B70F36,Batemans Bay Visitor Centre [NRMA],-35.70850475831435,150.175530096314,NRMA,,1.0,2A Beach Road,Batemans Bay,2536,CCS (Type 2); CHAdeMO,2,50.0,2021-12-19T02:29:00Z
157557,D9E75493-6E31-4912-8B43-CB2384179017,Woodlands Wines,-33.78702282277545,115.0311330653251,Tesla (Tesla-only charging),,2.0,,,,Type 2 (Tethered Connector) ,1,11.0,2020-12-15T09:06:00Z
157552,6CA344FA-9D0E-45A3-B3E1-3F6DE0E8FA70,QUT Kelvin Grove Stadium Carpark,-27.44955360175527,153.0170891644923,(Business Owner at Location),"Free charging but parking starts at $5/hr, with up to 20 minutes free.",1.0,Sports Lane,Kelvin Grove,4059,CCS (Type 2); CHAdeMO,2,50.0,2020-06-15T16:31:00Z
157551,B2B96FA3-E220-476F-BA6F-293495AF91A9,QUT Kelvin Grove H Block,-27.4532038075587,153.01703431115823,(Business Owner at Location),Free,1.0,Ring Rd,Kelvin Grove,4059,CCS (Type 2); CHAdeMO,2,50.0,2020-06-15T16:41:00Z
157549,9B18DE6C-3BEF-4A09-A288-9028DB26CF49,Evie Networks Coochin Creek,-26.918077062069386,152.99684374211074,Evie,60c/kWh,2.0,Wild Horse Road,Caboolture,4518,CCS (Type 2); CHAdeMO,2,350.0,2023-07-15T13:53:00Z
157548,CBC7790F-98D8-4A8D-9856-5CDA426CFAE9,Secure Park King St,-27.45265445273077,153.03259115103697,(Business Owner at Location),Free,4.0,,Bowen Hills,4006,Type I (AS 3112),1,2.4,2020-06-15T16:35:00Z
157547,9F8FA7B4-51A1-469A-B9DA-DC89DDE81282,Secure Park Southpoint,-27.48099182955807,153.0228264563243,(Business Owner at Location),Free,3.0,,South Brisbane,4101,Type I (AS 3112),1,2.4,2020-06-15T16:35:00Z
157545,73340491-13C9-47A2-86D6-8312CC0512FF,QUT Gardens Point,-27.476902453035308,153.0269055356573,(Business Owner at Location),,1.0,Lamington Dr,Brisbane,4000,CCS (Type 2); CHAdeMO,2,50.0,2022-01-23T11:07:00Z
157531,08AD3B1D-2BA0-465B-B610-DD0D5BB3F0E2,Secure Park Vulture St,-27.482560362924623,153.02377995082816,(Business Owner at Location),Free,5.0,192a Vulture St,Brisbane,4101,Type I (AS 3112),1,3.6,2020-06-19T10:48:00Z
157530,B7F3ADB0-39CB-4E24-97EC-4F1066F069F9,Audi Centre,-31.91527,115.819405,Chargefox,$0.40 per kWh,3.0,337 Harborne St,Osborne Park‎,6017,CCS (Type 2),1,50.0,2023-07-13T23:05:00Z
157463,A0850CFA-21E6-4E40-B307-E66E76D20440,Canterbury Bankstown Council,-33.90764109899798,151.1039129846189,EO Charging,Free,2.0,21 Shakespeare St,Campsie,2194,Type 2 (Socket Only),1,7.0,2020-06-09T06:22:00Z
157457,5C5DE182-9B67-4099-A1B3-7A5EB78FF084,Charles Street Parking/Charging,-33.91148886722056,151.11746314177572,EO Charging,Free,1.0,10B Charles St,Canterbury,,Type 2 (Socket Only),1,7.0,2020-06-10T21:39:00Z
157456,73CA6BC4-6982-47B1-805E-4EDC39751255,"Georges River Council, Carlton Depot",-33.96493620946319,151.0,EO Charging,Free,1.0,11 Dora St,Hurstville,2220,Type 2 (Socket Only),1,22.0,2021-12-06T18:18:00Z
157445,1485ED04-A0B5-4789-8DEC-225F8FD2AB03,Pinnacles Edge Resort,-30.50042161510722,115.06929335774998,Tesla (Tesla-only charging),,1.0,,,,Tesla (Model S/X),1,22.0,2021-09-03T01:54:00Z
157435,12575958-ADA9-47C9-A5F2-A554D8BE9B1D,Home Timber and Hardware,-33.8344831718447,117.15986299339417,Tesla (Tesla-only charging),,1.0,,,,Tesla (Model S/X); Three Phase 5-Pin (AS/NZ 3123),2,22.0,2021-11-08T21:42:00Z
157432,A313AF51-FEF3-4B73-A706-C98B8F5CEB0E,Swan Settlers Market,-31.835335801510958,116.02163921400734,Tesla (Tesla-only charging),,1.0,,,,Tesla (Model S/X),1,22.0,2021-09-03T01:56:00Z
157431,F292F59E-3731-4370-8212-BE66E774E9E1,Mondo Nougat,-31.83701675378689,116.01669764592862,Tesla (Tesla-only charging),,2.0,,,,Tesla (Model S/X),1,14.0,2022-05-27T07:03:00Z
157430,8D5FEEE3-799C-467D-9025-36BFB4D1BA9A,Kewdale Tavern,-31.982563566447936,115.9578823206225,Tesla (Tesla-only charging),$0.39,1.0,Terminal Road,Perth,6106,CCS (Type 2),1,24.0,2024-06-05T16:17:00Z
157429,3CAE9D97-AA67-46B7-BC75-CD1664599572,Tianqi Lithium,-32.215538271732825,115.77737736526483,(Business Owner at Location),,6.0,,,,Tesla (Model S/X); Type 2 (Socket Only),2,22.0,2020-06-05T08:36:00Z
156483,A2A0AA08-309E-437C-A140-1FD9B6166239,Gemtek - Crest Apartments,-31.961098485121425,115.90120243027431,Chargefox,,4.0,Great Eastern Highway,Perth,6001,Type 2 (Socket Only),2,22.0,2021-09-03T01:54:00Z
156482,BF2BE446-6EC5-4471-8BA4-0FB1AB0B9A24,Gemtek - Botanical Apartments,-31.94460074534195,115.8186954975713,Chargefox,,2.0,Flood Street,Perth,6014,Type 2 (Socket Only),2,22.0,2024-03-12T01:22:00Z
156463,481393AF-8EA3-4800-A09A-FCDBE16F8EEC,Jubilee Oval and Showgrounds ,-31.65111734318809,116.67845947514633,(Business Owner at Location),,1.0,16 Chidlow Street,Northam,6401,Three Phase 5-Pin (AS/NZ 3123),1,20.0,2021-11-27T16:38:00Z
156430,D6122C80-848D-4C21-B185-DEF88CB0C454,DFO Perth,-31.939845427827045,115.94895311025994,Chargefox,"Charging free, parking free for first hour and then $3 per hour",2.0,11 High St,Perth Airport,6105,Type 2 (Socket Only),2,7.0,2023-07-13T23:07:00Z
156417,39285BCD-69BE-478D-944E-325EC0D1F46A,"Central Car Park,  Collie ",-33.358825170466076,116.15287413831442,Chargefox,$0.40 per kWh ,1.0,Forrest Street,Collie,6225,CCS (Type 2); CHAdeMO,2,50.0,2021-10-13T05:54:00Z
156413,AD654978-2A21-4C90-B119-098B22E58BAB,Footprints Resort,-32.881536,115.656798,(Business Owner at Location),,2.0,,,,Tesla (Model S/X),1,22.0,2021-11-08T21:43:00Z
156365,739BF72C-2EEF-42B9-B48E-8AF29DB567EA,Wangaree Park Lancelin,-31.020574101465478,115.33270273431788,EO Charging,,1.0,Rock Way,Lancelin,6044,Type 2 (Socket Only),1,22.0,2023-08-20T12:50:00Z
156361,36E2D4CE-4D9F-41DE-AE0A-AB9A8465E905,Osborne Park Hyundai,-31.905269149199228,115.80909029387806,(Business Owner at Location),,2.0,,,,Type 2 (Socket Only),1,7.0,2021-09-03T01:55:00Z
156360,431EC8A8-E902-48D8-A6D2-606360E2699F,Osborne Park Nissan,-31.90571781716487,115.81021062109228,(Business Owner at Location),,2.0,,,,Type 2 (Socket Only),1,22.0,2021-09-03T01:55:00Z
156359,6C53AC4C-55AB-4C2A-BD3C-D9EF661F92E0,Morley City Nissan,-31.902143395175678,115.90491020836465,(Business Owner at Location),,1.0,,,,Type 2 (Socket Only),1,22.0,2021-09-03T01:55:00Z
156358,4D139573-CDC8-4D95-BD9C-1991C8FC58E0,Morley City Hyundai,-31.90212051387122,115.90401325385636,(Business Owner at Location),,1.0,,,,Type 2 (Socket Only),1,7.0,2021-09-03T01:54:00Z
156312,72E2C0E0-48C3-4FC8-BD97-4324EAE67CAC,CPP - PCEC,-31.95537674384358,115.84790300821453,(Business Owner at Location),,1.0,,,,Type I (AS 3112),1,22.0,2021-09-03T01:55:00Z
156257,9EE11792-7ACD-4108-98EB-9F3F501C7E29,Bassendean Child Health Centre,-31.903624353028743,115.95016778457533,Chargestar (AU),,2.0,,,,Type 2 (Socket Only),1,22.0,2021-10-13T05:56:00Z
156256,2B051576-59A7-4A2D-8259-A22E5A10E010,CPP Perth Concert Hall,-31.95857146833736,115.86358227192068,(Business Owner at Location),,2.0,,Perth,,Three Phase 5-Pin (AS/NZ 3123),1,22.0,2021-12-03T01:20:00Z
156254,A5A7D2E2-36BA-4FE3-A53B-66EA44B04D2D,"Woolworths,  Mt Pleasant ",-32.016031144615816,115.8432043135993,Chargefox,Free,4.0,Reynolds Road,Perth,6153,Type 2 (Socket Only),2,22.0,2023-06-08T07:11:00Z
156252,F3FD0A46-C8A4-421C-AC49-0FB7B41D241C,Sabina Appartments ,-32.011964644149295,115.85021724873448,Chargestar (AU),nextcharge / chargestar website,2.0,,,,Type 2 (Socket Only),1,22.0,2021-10-13T05:57:00Z
156251,18FBDED8-E38E-4E48-9A33-27E2ADE32B66,Garden City Shopping Centre,-32.034642790058726,115.83481653094255,ChargePoint,,2.0,,Melville City,,Type 2 (Socket Only),1,22.0,2021-10-13T05:56:00Z
156248,78C7CE90-51AA-43EF-90DE-0A0EB33760E1,CPP Regal Place,-31.95299016062215,115.87730279047679,(Business Owner at Location),Normal parking rate,2.0,,,,Three Phase 5-Pin (AS/NZ 3123),1,22.0,2022-01-07T05:14:00Z
156247,8ACC7294-278A-4F21-8520-115751A0E559,CPP Mayfair St,-31.9474687574798,115.84121108698467,(Business Owner at Location),,2.0,,,,Type I (AS 3112),1,22.0,2021-09-03T01:55:00Z
156186,7C9C1D47-72D1-42BB-8C59-209167E7F538,Tang Computers,-31.90654180015615,115.82812853168308,Tesla (Tesla-only charging),,1.0,85 main st,osborne park,,Tesla (Model S/X),1,22.0,2022-08-30T05:42:00Z
156185,DEC4CE03-B7DF-45DA-A05B-2C2A20BEE77E,Rowland St Car Park,-31.949523738615166,115.82315269868431,Chargehub,,1.0,70 Rowland Street,Subiaco,6008,Type 2 (Socket Only),1,7.4,2026-02-03T02:45:00Z
156184,81764A70-1FC4-48C0-B3C5-D907E7B6F603,Midland City Nissan,-31.891951355458772,116.01811740022458,(Business Owner at Location),,1.0,,,,Type 2 (Socket Only),1,22.0,2021-09-03T01:55:00Z
156175,5A4BC83D-29A1-4D36-926D-134698123806,Swan City DC Charger,-31.886353399634253,116.00339496519044,Chargestar (AU),chargestar/nextcharge,1.0,Cosmo Lane,Midland,6056,CCS (Type 2); CHAdeMO; Type 2 (Socket Only),3,50.0,2024-07-30T05:28:00Z
156174,0A2BD9CA-A79A-4459-AC26-6C62691B866F,Edgecombe Brothers,-31.795210554294098,115.99853463481739,(Business Owner at Location),,2.0,Edgecombe Brothers,Aveley,6069,Tesla (Model S/X),1,8.0,2021-05-13T05:38:00Z
156173,BA8823B5-F30E-49DE-B29E-AB138D3594C0,Ellenbrook Central,-31.783066643431578,115.97051468688619,(Business Owner at Location),,2.0,,,,Type 2 (Socket Only),2,22.0,2021-10-13T05:54:00Z
156052,094F251C-14F7-453E-BEE6-AAFEC9F655A8,CD Dodd,-31.97294082811414,115.98907588052926,Chargefox,$0.40 / kWh + $0.33,2.0,Dundas Road,Perth,6058,CCS (Type 2),2,120.0,2023-03-29T11:23:00Z
156019,8670B811-F1C3-4B8C-85AB-D7BC2160621E,Clarkson Nissan ,-31.68809762511073,115.7161756692653,(Business Owner at Location),,1.0,,,,Type 2 (Socket Only),1,22.0,2020-05-03T05:24:00Z
156010,B51DC83D-DEB6-4CBA-AE07-52CFDEA88688,Cowra Regional Art Gallery,-33.834079627444765,148.6943533458998,NRMA,$0.74/kWh,2.0,77 Darling Street,Cowra,2794,CCS (Type 2),1,50.0,2026-07-15T01:03:00Z
155842,5470FB6A-B4BC-468F-821A-ACF6CA0996F3,Lakeside Cinema,-31.742737409688292,115.76718203734212,(Business Owner at Location),,1.0,,,,Type 2 (Socket Only),1,22.0,2022-12-09T01:55:00Z
155820,09A02000-488C-42EE-A5D2-35B02C601E3B,McDonalds Forrestdale,-32.144116800000226,115.97396209999556,(Business Owner at Location),chargestar,1.0,,,,Type 2 (Socket Only),1,22.0,2021-10-13T05:58:00Z
155546,09A276D3-1EA0-4C99-889F-5CF7293C6357,Sundance Apartments,-31.89732867830553,115.7595320223254,(Business Owner at Location),,1.0,,,,Type 1 (J1772),1,7.0,2021-10-13T06:03:00Z
155545,58F31FD7-636F-4CB0-9FA4-8163F7E4E0CE,Magic Renault ,-32.04627041090647,115.80933760680762,(Business Owner at Location),,1.0,,,,Type 2 (Socket Only),1,7.0,2021-09-03T01:54:00Z
155530,15A36482-0561-43F4-9649-7BF6E26A11A6,Lakeside Joondalup - Myer Carpark,-31.74549358265488,115.76561953721364,(Business Owner at Location),,2.0,,,,Type 2 (Socket Only),1,22.0,2021-10-13T06:03:00Z
155529,CDA5599A-8539-469B-81A0-A0D63D218C57,Reid Promenade Car Park,-31.7424275967972,115.77324685429267,Chargestar (AU),"free charge, pay park",2.0,,,,Type 1 (J1772),1,7.0,2021-10-13T06:02:00Z
155497,BD16DE05-CCEE-4974-AE19-35791A0545F9,Claremont Oval,-31.977032818415754,115.78304237287674,Chargestar (AU),free,2.0,,,,Type 2 (Socket Only),1,7.0,2020-04-19T05:58:00Z
155496,931AD2E7-EE93-48DC-8B4B-A69FDC82F2C1,Evermore Apartments ,-32.05759769024401,115.77214028673814,Chargestar (AU),see chargestar website ,1.0,Karak Lane,Fremantle,6162,Type 2 (Socket Only),1,,2021-10-13T06:03:00Z
155440,A5FB2DFA-97F5-4679-ADCA-7E22FA384AC8,House of Anvers,-41.218329,146.412456,(Unknown Operator),Free,1.0,9025 Bass Highway,Latrobe,7307,Type 2 (Socket Only); Type 2 (Tethered Connector) ,2,22.0,2025-08-07T05:14:00Z
155439,186656D1-8DCA-49C4-B1E2-CAFB055DAC70,Meander Valley Council,-41.527973,146.830558,(Business Owner at Location),,1.0,26 Lyall St,Westbury,7303,Type 2 (Socket Only),1,22.0,2020-04-13T08:23:00Z
155370,17AE69CE-6CC5-4535-9CBA-7A32DCB3804C,Gympie Supercharger [Tesla],-26.188745,152.661613,Tesla (including non-tesla),$0.52/kWh,4.0,CNR Nash and Monkland Street,Gympie,4570,CCS (Type 2),1,120.0,2023-08-30T06:21:00Z
155300,CC323530-45A1-46B9-B46B-6EDCF9AE0427,Merredin Regional Community and Leisure Center ,-31.475517326357796,118.27975016592279,EO Charging,See EO app,2.0,Bates Street ,Merredin,6415,Type 2 (Socket Only),1,22.0,2021-10-13T05:55:00Z
155292,46776039-8EBC-43AC-8BFF-B32C5C4C1F9A,Camberwell Supercharger,-37.828482,145.056346,Tesla (Tesla-only charging),AUD 0.42/kWh;other tariffs for older cars,6.0,793 Burke Road,Camberwell,3124,CCS (Type 2),1,120.0,2020-04-05T08:55:00Z
155278,589DCB75-6EBD-4EDD-831A-E2F05397E637,Scarborough Beach,-31.89710003597446,115.75659494675551,EO Charging,Free,1.0,The Esplanade,Perth,6019,Type 2 (Socket Only),1,11.0,2021-10-13T06:03:00Z
155242,84734651-9EF0-4104-BD09-0359B471A372,Caltex North Dandalup Roadhouse,-32.522297898787784,115.9702834262232,EO Charging,"$0.35 per kWh, $5 minimum charge",1.0,South Western Highway,North Dandalup,6207,Type 2 (Socket Only),1,11.0,2022-11-13T03:52:00Z
154488,1A011AB7-ADEE-4C31-8C0C-D03E02EAA157,Lithgow Workmen's Club,-33.477936640057756,150.1611263067623,NRMA,60c / 54c for members of NRMA,2.0,Tank St,Lithgow,,CCS (Type 2); CHAdeMO,2,50.0,2024-06-14T12:05:00Z
150117,F2E3D6ED-06CE-4440-A054-9F97FA74B76D,Mudgee Information Centre,-32.59016784631479,149.58522431603365,(Unknown Operator),,1.0,,Mudgee,,Tesla (Model S/X),1,22.0,2020-03-16T07:34:00Z
150039,F28BCC34-9134-462E-8071-7552AB1F7005,Moonee Ponds,-37.765834,144.923586,Tesla (Tesla-only charging),AUD 0.42/kWh;other tariffs for older cars,6.0,Moonee Ponds,,3039,CCS (Type 2),1,120.0,2020-03-12T06:55:00Z
150032,CF71ABBD-211E-4E16-947C-2F309499D6CE,Macquarie Supercharger,-33.777782,151.12275,Tesla (Tesla-only charging),AUD 0.42/kWh;other tariffs for older cars,10.0,Macquarie Supercharger,,2113,CCS (Type 2),1,150.0,2021-11-16T10:07:00Z
150024,B701810B-4F38-4941-B2E6-5AF22403096A,Supa Centa Moore Park,-33.902079196334896,151.215231409333,(Unknown Operator),Free,1.0,,Kensington,2033,Tesla (Model S/X),1,17.0,2020-06-10T21:39:00Z
149817,23C6A4C7-893D-4727-A70E-3290BEA660D3,Toowoomba Supercharger,-27.578133,151.947179,Tesla (including non-tesla),AUD 0.42/kWh;other tariffs for older cars,4.0,254 South St.,Toowoomba,4350,CCS (Type 2),1,120.0,2023-08-30T06:21:00Z
149622,3CF537FF-3E93-417C-8A93-B9A65F5642B3,Chargefox Keith,-36.105205,140.3619871,Chargefox,,2.0,14 Dukes Hwy,Keith,5267,CCS (Type 2); CHAdeMO,2,350.0,2023-07-13T06:20:00Z
149466,16E0BAB9-A17B-424F-B118-8F0C44F1BFA1,Northern Festival Centre,-33.179316696241735,138.00736879304156,,,1.0,105-107 Gertrude St,Port Pirie,5540,Three Phase 5-Pin (AS/NZ 3123),1,22.0,2020-02-28T07:52:00Z
149456,A3BEA116-4FCA-41DB-866A-9B72D2E6805B,Boddington Shire,-32.801926832445744,116.47539431242421,Chargehub,"$0.45 per kWh, may vary. See chargehub app.",2.0,33 Bannister Road,Boddington,6390,Type 2 (Socket Only),1,22.0,2024-04-12T09:55:00Z
149219,C4BEB6D1-5362-4694-BBE1-44A263367323,Chargefox Kings Meadows,-41.468256846135944,147.158722496525,Chargefox,AUD 0.65 per kWh,2.0,Meadow Mews Plaza,Kings Meadows,7249,CCS (Type 2); CHAdeMO,2,350.0,2023-07-13T07:46:00Z
149179,ADBB77A8-4E75-45A8-A09F-0DABC24F32B2,McDonald's Drive-Thru Armadale,-32.15002076557034,116.01893455966706,Chargefox,$0.20 per kWh,2.0,McDonald's Drive-Thru,Armadale,6111,Type 2 (Socket Only),1,22.0,2023-07-13T23:16:00Z
148545,492F31F9-E09E-4746-AA93-A2FBDA524EA6,Wallsend [NRMA],-32.90294720367186,151.66968441053905,NRMA,Currently free but will be fee at some point.,1.0,76 Cowper Street,Wallsend,2287,CCS (Type 2); CHAdeMO,2,50.0,2021-12-19T02:07:00Z
148535,7916AF41-B85F-4169-94A3-A52D55C22877,Bridgetown Shire,-33.959312716778186,116.13826934719259,Chargestar (AU),$0.45/kWh,1.0,1 Spencer St,Bridgetown,6255,CCS (Type 2); CHAdeMO; Type 1 (J1772); Type 2 (Tethered Connector) ,4,50.0,2025-12-14T08:33:00Z
